date,heure,lieu,equipement,type_panne,gravite,priorite,mois,annee
2025-01-08,17H37min,GDR1507,MP,Anomalie technique,Modérée,Moyenne,2025-01,2025
2025-01-09,11H52min,GDR1512,MP,Eau dans cuve,Modérée,Urgente,2025-01,2025
2025-01-09,11H54min,GDR1507,R Eau Sanitaire,Panne arrêt total,Mineure,Moyenne,2025-01,2025
2025-01-09,16H18min,GDR1505,Bâtiments et Pistes,Problème électrique,Modérée,Moyenne,2025-01,2025
2025-01-09,15H14min,GDR1504,R Eau Sanitaire,Eau dans cuve,Modérée,Urgente,2025-01,2025
2025-01-09,,GDR1513,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-09,11H30min,GDR3522,Simplex GO 02,Contrôle débit,Modérée,Moyenne,2025-01,2025
2025-01-09,13H18min,GDR3522,Groupe électrogène,Fuite carburant,Modérée,Urgente,2025-01,2025
2025-01-09,10H37min,GDR1517,Pont Elévateur,Anomalie technique,Modérée,Moyenne,2025-01,2025
2025-01-09,16H42min,GDR1510,MP,Anomalie technique,Modérée,Moyenne,2025-01,2025
2025-01-09,7H55min,GDR1504,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2025-01,2025
2025-01-09,17H43min,GDR1504,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-09,19H07min,GDR1506,Simplex SP,Tuyauterie défectueuse,Modérée,Moyenne,2025-01,2025
2025-01-09,14H27min,GDR1507,VVF P.Immergée,Fuite carburant,Modérée,Urgente,2025-01,2025
2025-01-09,10H55min,GDR1512,Electricité,Panne arrêt total,Mineure,Moyenne,2025-01,2025
2025-01-09,15H04min,GDR1506,MP,Contrôle débit,Modérée,Moyenne,2025-01,2025
2025-01-09,,GDR1506,MP,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-09,,GDR1504,MP 02,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-09,11H53min,GDR3522,Simplex GO 02,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-09,14H18min,GDR3522,Bâtiments et Pistes,Problème électrique,Modérée,Moyenne,2025-01,2025
2025-01-09,15H56min,GDR1505,Simplex SP,Tuyauterie défectueuse,Mineure,Moyenne,2025-01,2025
2025-01-09,16H07min,GDR1512,Trous d'homme,Eau dans cuve,Modérée,Moyenne,2025-01,2025
2025-01-09,15H26min,GDR1503,MP 01,Contrôle débit,Modérée,Moyenne,2025-01,2025
2025-01-09,14H08min,GDR1515,Duplex GPLc,Anomalie technique,Critique,Urgente,2025-01,2025
2025-01-09,12H03min,PVA KACI,MP 02,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-09,11H09min,GDR3523,Electricité,Problème électrique,Mineure,Moyenne,2025-01,2025
2025-01-09,18H06min,GDR1506,MP,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-09,17H25min,GDR1505,Electricité,Problème électrique,Modérée,Moyenne,2025-01,2025
2025-01-09,18H36min,GDR1502,MP 02,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-09,19H58min,GDR1507,Bâtiments et Pistes,Lampe grillée,Modérée,Moyenne,2025-01,2025
2025-01-09,16H29min,GDR1506,Duplex GPLc,Anomalie technique,Critique,Urgente,2025-01,2025
2025-01-09,16H30min,GDR1505,Bâtiments et Pistes,Problème électrique,Mineure,Moyenne,2025-01,2025
2025-01-09,8H40min,GDR1507,Pompe a eau,Anomalie technique,Modérée,Urgente,2025-01,2025
2025-01-09,16H39min,GDR3523,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-01,2025
2025-01-09,13H29min,GDR1509,Duplex GO,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-09,13H31min,GDR1515,MP 02,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-09,12H55min,GPL Dépôt 154 Ouad Aissi,Station Service,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-10,10H47min,GDR3522,MP,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-10,13H03min,GDR1507,Electricité,Problème électrique,Mineure,Moyenne,2025-01,2025
2025-01-10,17H56min,GDR1517,MP,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-10,18H21min,GL Dellys Marine,MP,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-10,15H43min,GDR1501,MP 02,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-10,16H40min,PVA BOUDAOUD,Simplex SP 02,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-10,18H02min,GDR3522,MP 02,Pistolet HS,Modérée,Moyenne,2025-01,2025
2025-01-10,16H54min,GDR3522,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-10,10H28min,GL SAADI,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2025-01,2025
2025-01-10,12H08min,GDR1512,Simplex GO,Tuyauterie défectueuse,Mineure,Moyenne,2025-01,2025
2025-01-10,13H28min,Centre  LP 215G,MP,Contrôle débit,Modérée,Moyenne,2025-01,2025
2025-01-10,15H29min,GDR1515,Simplex SP 02,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-10,9H19min,GPL TEGZIRT,Duplex GPLc,Anomalie technique,Modérée,Urgente,2025-01,2025
2025-01-10,16H22min,GDR1505,Simplex SP 02,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-11,9H34min,GDR,MP,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-11,17H30min,GDR1504,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-11,8H27min,GDR3522,Stabilisateur,Anomalie technique,Modérée,Moyenne,2025-01,2025
2025-01-11,8H14min,GDR1512,Electricité,Eau dans cuve,Modérée,Urgente,2025-01,2025
2025-01-11,17H12min,GDR3522,Groupe électrogène,Batterie HS,Modérée,Urgente,2025-01,2025
2025-01-11,11H23min,GDR1505,Simplex GO,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-11,15H16min,GDR3522,VVF P.Immergée,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-11,17H26min,GDR1507,Duplex GPLc,Fuite carburant,Critique,Urgente,2025-01,2025
2025-01-11,15H46min,GDR1518,MP,Contrôle débit,Modérée,Urgente,2025-01,2025
2025-01-11,16H31min,GDR1518,Duplex GPLc,Anomalie technique,Modérée,Urgente,2025-01,2025
2025-01-11,15H18min,GDR3522,Baie de Service,Lampe grillée,Mineure,Moyenne,2025-01,2025
2025-01-11,12H57min,GDR1512,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-11,10H46min,GDR1504,Electricité,Eau dans cuve,Modérée,Urgente,2025-01,2025
2025-01-11,15H04min,GDR1506,Simplex SP,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-11,8H02min,GDR1506,MP,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-11,10H48min,GDR1512,MP 01,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-11,19H22min,GDR1510,MP 02,Pistolet HS,Mineure,Moyenne,2025-01,2025
2025-01-11,14H19min,GDR1515,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-11,16H41min,GDR1515,Simplex SP,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-11,8H35min,GDR3522,Cuve GPLc,Anomalie technique,Modérée,Urgente,2025-01,2025
2025-01-11,10H40min,GDR1510,Duplex GO,Pistolet HS,Mineure,Moyenne,2025-01,2025
2025-01-12,15H52min,GDR1502,Baie de Service,Lampe grillée,Mineure,Moyenne,2025-01,2025
2025-01-12,16H47min,GDR1512,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2025-01,2025
2025-01-12,17H51min,MGX,Duplex GO,Pistolet HS,Mineure,Moyenne,2025-01,2025
2025-01-12,13H41min,GDR3523,RIA,Pompe HS,Modérée,Urgente,2025-01,2025
2025-01-12,11H32min,GDR3522,MP,Fuite carburant,Modérée,Urgente,2025-01,2025
2025-01-12,18H32min,GDR1503,Duplex GPLc,Pistolet HS,Modérée,Urgente,2025-01,2025
2025-01-12,10H51min,GDR1516,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-12,9H54min,GDR1507,Stabilisateur,Anomalie technique,Modérée,Moyenne,2025-01,2025
2025-01-12,10H27min,GDR1513,Simplex SP,Contrôle débit,Modérée,Moyenne,2025-01,2025
2025-01-12,6H49min,GDR1506,"Totem Prix, LOGO et Panneaux lumineux",Eau dans cuve,Modérée,Urgente,2025-01,2025
2025-01-12,10H52min,GDR1506,MP,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-12,15H06min,GDR1517,VVF P.Immergée,Pompe HS,Critique,Urgente,2025-01,2025
2025-01-12,12H16min,GL HAMOUTENE,Duplex GPLc,Eau dans cuve,Critique,Urgente,2025-01,2025
2025-01-12,11H06min,GDR3522,MP 02,Contrôle débit,Modérée,Urgente,2025-01,2025
2025-01-12,9H17min,GDR1507,Cuve GPLc,Fuite carburant,Critique,Urgente,2025-01,2025
2025-01-12,12H33min,GDR1515,Simplex GO,Anomalie technique,Modérée,Urgente,2025-01,2025
2025-01-12,6H15min,GDR1505,Simplex SP,Fuite carburant,Modérée,Urgente,2025-01,2025
2025-01-12,13H50min,GDR3522,MP,Fuite carburant,Modérée,Urgente,2025-01,2025
2025-01-12,12H34min,GDR1510,Simplex SP,Contrôle débit,Modérée,Urgente,2025-01,2025
2025-01-12,18H10min,GDR1512,Groupe électrogène,Anomalie technique,Modérée,Urgente,2025-01,2025
2025-01-12,19H57min,GDR1505,Trous d'homme,Eau dans cuve,Modérée,Urgente,2025-01,2025
2025-01-12,17H23min,GDR1512,MP 02,Pistolet HS,Mineure,Moyenne,2025-01,2025
2025-01-12,8H55min,GDR3522,MP 01,Anomalie technique,Modérée,Moyenne,2025-01,2025
2025-01-12,11H34min,GDR3522,MP,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-12,8H18min,GDR1510,VVF P.Immergée,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-12,18H04min,GDR3522,MP,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-12,8H50min,GDR1517,"Totem Prix, LOGO et Panneaux lumineux",Eau dans cuve,Modérée,Urgente,2025-01,2025
2025-01-12,13H37min,AGENCE BEJAIA,MP,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-12,13H55min,GDR1507,Groupe électrogène,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-12,,GDR3523,Simplex GO,Anomalie technique,Modérée,Moyenne,2025-01,2025
2025-01-12,15H20min,GDR1513,MP,Contrôle débit,Modérée,Urgente,2025-01,2025
2025-01-12,,GDR3523,Cuve Carburants,Anomalie technique,Critique,Urgente,2025-01,2025
2025-01-12,15H28min,GL ABDENOURI,Duplex GO,Tuyauterie défectueuse,Mineure,Moyenne,2025-01,2025
2025-01-13,14H46min,GDR3523,Simplex SP,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-13,15H51min,GDR1506,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-13,11H56min,GDR1507,Station Service,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-13,8H57min,GDR1510,Station Service,Anomalie technique,Modérée,Moyenne,2025-01,2025
2025-01-13,17H52min,GDR1518,MP 01,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-13,18H30min,GDR3522,MP 02,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-13,11H46min,GDR1507,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-13,18H35min,GL ABDENOURI,Duplex GPLc,Fuite carburant,Critique,Urgente,2025-01,2025
2025-01-13,16H07min,GDR3522,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-13,7H05min,GDR1518,Duplex GPLc,Anomalie technique,Modérée,Urgente,2025-01,2025
2025-01-13,17H26min,GL Dellys Marine,MP,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-13,13H28min,GDR1513,Trous d'homme,Eau dans cuve,Critique,Urgente,2025-01,2025
2025-01-13,7H20min,GL HAMOUTENE,MP,Anomalie technique,Mineure,Basse,2025-01,2025
2025-01-13,12H09min,GDR3522,VVF P.Immergée,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-13,7H56min,GDR1506,Simplex SP 01,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-13,18H35min,GDR1502,Trous d'homme,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-13,12H38min,GDR1503,MP 01,Anomalie technique,Modérée,Moyenne,2025-01,2025
2025-01-13,12H06min,GDR1512,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2025-01,2025
2025-01-13,7H29min,GDR1506,MP,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-13,11H13min,PVA AGOUDJIL,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-01,2025
2025-01-13,11H06min,GDR1507,Trous d'homme,Eau dans cuve,Modérée,Urgente,2025-01,2025
2025-01-13,11H39min,GDR1510,Groupe électrogène,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-13,8H42min,GDR1503,ARMOIR ELECTRIQUE,Problème électrique,Mineure,Moyenne,2025-01,2025
2025-01-13,6H28min,GDR1503,Bâtiments et Pistes,Lampe grillée,Mineure,Basse,2025-01,2025
2025-01-13,9H30min,GDR1512,MP 01,Pistolet HS,Modérée,Moyenne,2025-01,2025
2025-01-13,15H51min,MGX,Duplex GO,Contrôle débit,Modérée,Moyenne,2025-01,2025
2025-01-13,,CMS,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-01,2025
2025-01-13,18H24min,GDR3522,Réseau Mécanique,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-13,,GDR1513,MP,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-13,16H38min,GDR1507,Duplex GPLc,Pistolet HS,Modérée,Urgente,2025-01,2025
2025-01-13,12H07min,GDR3523,MP 01,Contrôle débit,Modérée,Moyenne,2025-01,2025
2025-01-13,19H59min,GDR1507,VCs,Anomalie technique,Modérée,Moyenne,2025-01,2025
2025-01-13,7H05min,GDR1503,Cuve GPLc,Anomalie technique,Critique,Urgente,2025-01,2025
2025-01-13,17H18min,SIEGE,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-01,2025
2025-01-13,16H48min,GDR1506,Groupe électrogène,Batterie HS,Mineure,Moyenne,2025-01,2025
2025-01-13,10H06min,GL Dellys Marine,Simplex GO,Anomalie technique,Mineure,Basse,2025-01,2025
2025-01-13,15H28min,GL ABDENOURI,Duplex GPLc,Anomalie technique,Modérée,Urgente,2025-01,2025
2025-01-13,10H37min,GDR1516,MP,Pistolet HS,Mineure,Moyenne,2025-01,2025
2025-01-13,,GDR1510,Groupe électrogène,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-13,12H16min,GDR1505,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2025-01,2025
2025-01-13,11H47min,GDR1515,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-13,13H56min,GDR1507,TGBT,Eau dans cuve,Critique,Urgente,2025-01,2025
2025-01-13,8H11min,GDR1502,VVF P.Immergée,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-13,15H33min,GDR1505,MP,Pistolet HS,Mineure,Moyenne,2025-01,2025
2025-01-13,14H03min,GDR1506,Réseau Mécanique,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-14,8H21min,GDR3523,Cuve GPLc,Fuite carburant,Critique,Urgente,2025-01,2025
2025-01-14,11H07min,GDR3522,V.Compteurs,Contrôle débit,Critique,Urgente,2025-01,2025
2025-01-14,16H22min,GDR1502,MP 02,Fuite carburant,Modérée,Moyenne,2025-01,2025
2025-01-14,14H54min,GDR1510,Duplex GO,Contrôle débit,Modérée,Moyenne,2025-01,2025
2025-01-14,9H31min,GDR1517,Duplex GO,Fuite carburant,Critique,Urgente,2025-01,2025
2025-01-14,8H16min,PVA AGOUDJIL,Trous d'homme,Eau dans cuve,Modérée,Moyenne,2025-01,2025
2025-01-14,18H58min,GDR1505,Simplex GO,Eau dans cuve,Modérée,Urgente,2025-01,2025
2025-01-14,9H56min,GDR1504,MP 01,Anomalie technique,Modérée,Moyenne,2025-01,2025
2025-01-14,9H19min,GDR1503,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-01,2025
2025-01-14,10H53min,GDR1506,Pompe a eau,Pompe HS,Critique,Urgente,2025-01,2025
2025-01-14,,GDR1512,MP,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-14,8H24min,GDR1512,Cuve GPLc,Fuite carburant,Critique,Urgente,2025-01,2025
2025-01-14,9H15min,GDR3522,Duplex GO,Pistolet HS,Modérée,Moyenne,2025-01,2025
2025-01-14,13H47min,GDR1502,Réseau Mécanique,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-14,14H47min,GDR3522,Cuve GPLc,Anomalie technique,Critique,Urgente,2025-01,2025
2025-01-14,15H48min,GDR1501,Bâtiments et Pistes,Lampe grillée,Modérée,Moyenne,2025-01,2025
2025-01-14,7H19min,GL HAMOUTENE,Duplex GO,Anomalie technique,Mineure,Basse,2025-01,2025
2025-01-14,,GDR1506,Duplex GO,Fuite carburant,Critique,Urgente,2025-01,2025
2025-01-14,15H50min,GDR1504,Cuve Carburants,Anomalie technique,Modérée,Urgente,2025-01,2025
2025-01-14,12H50min,GDR1512,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2025-01,2025
2025-01-14,17H25min,GDR1507,Simplex SP,Fuite carburant,Modérée,Urgente,2025-01,2025
2025-01-14,14H29min,GDR1504,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-14,17H11min,PVA AGOUDJIL,Duplex GPLc,Blocage mécanique,Modérée,Urgente,2025-01,2025
2025-01-14,,GDR1512,Groupe électrogène,Eau dans cuve,Modérée,Moyenne,2025-01,2025
2025-01-14,11H20min,GDR1503,VVF P.Immergée,Anomalie technique,Modérée,Moyenne,2025-01,2025
2025-01-14,17H11min,GDR1510,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2025-01,2025
2025-01-14,,GDR1504,Bâtiments et Pistes,Anomalie technique,Modérée,Moyenne,2025-01,2025
2025-01-14,9H41min,GDR1513,Duplex GPLc,Pistolet HS,Critique,Urgente,2025-01,2025
2025-01-14,18H05min,GDR1513,Trous d'homme,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-14,6H31min,GDR1504,Groupe électrogène,Eau dans cuve,Modérée,Moyenne,2025-01,2025
2025-01-14,13H29min,GPL Dépôt 154 Ouad Aissi,VVF P.Immergée,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-14,14H57min,GDR1516,Groupe électrogène,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-14,18H22min,GDR1506,MP 02,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-15,9H58min,GDR1504,MP 02,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-15,12H11min,GDR1510,VVF P.Immergée,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-15,16H44min,GDR1510,Groupe électrogène,Eau dans cuve,Modérée,Moyenne,2025-01,2025
2025-01-15,8H52min,GDR3522,VC,Tuyauterie défectueuse,Mineure,Moyenne,2025-01,2025
2025-01-15,13H47min,GDR1515,MP,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-15,16H34min,GDR3522,Duplex GO,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-15,6H19min,GDR1512,Duplex GO,Fuite carburant,Modérée,Moyenne,2025-01,2025
2025-01-15,15H37min,GDR1517,MP,Compteur défectueux,Mineure,Moyenne,2025-01,2025
2025-01-15,,GDR1502,MP,Contrôle débit,Modérée,Moyenne,2025-01,2025
2025-01-15,14H24min,GDR3523,Duplex GPLc,Anomalie technique,Modérée,Urgente,2025-01,2025
2025-01-15,16H45min,GDR1505,MP 02,Eau dans cuve,Modérée,Moyenne,2025-01,2025
2025-01-15,13H03min,GDR1515,MP 02,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-15,9H25min,GDR1510,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-01,2025
2025-01-15,7H07min,GDR3523,Groupe électrogène,Fuite carburant,Critique,Urgente,2025-01,2025
2025-01-15,15H47min,GDR1502,VVF P.Immergée,Pompe HS,Modérée,Urgente,2025-01,2025
2025-01-15,9H26min,GDR3523,Station Service,Eau dans cuve,Modérée,Moyenne,2025-01,2025
2025-01-15,10H30min,GL SAADI,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-01,2025
2025-01-15,15H05min,GDR1506,MP,Anomalie technique,Modérée,Moyenne,2025-01,2025
2025-01-15,16H37min,GDR1503,MP,Pistolet HS,Modérée,Moyenne,2025-01,2025
2025-01-15,9H24min,GDR1515,VC,Tuyauterie défectueuse,Mineure,Moyenne,2025-01,2025
2025-01-15,9H45min,GL ABDENOURI,Duplex GO,Anomalie technique,Mineure,Basse,2025-01,2025
2025-01-15,14H18min,GDR1516,Conpresseur d'Air,Anomalie technique,Modérée,Moyenne,2025-01,2025
2025-01-15,17H58min,GDR1501,Simplex GPLc,Pistolet HS,Modérée,Urgente,2025-01,2025
2025-01-15,13H47min,GDR1513,Simplex GO,Compteur défectueux,Mineure,Moyenne,2025-01,2025
2025-01-15,13H54min,GDR3523,MP 02,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-15,10H51min,GDR1501,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-15,15H10min,GDR1504,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-15,17H39min,GDR1510,MP,Contrôle débit,Modérée,Moyenne,2025-01,2025
2025-01-15,6H35min,ETUSTO,MP 02,Anomalie technique,Mineure,Basse,2025-01,2025
2025-01-15,18H28min,GDR3523,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-15,5H57min,GDR1507,MP,Contrôle débit,Mineure,Basse,2025-01,2025
2025-01-15,12H45min,PVA OUNSLI,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-01,2025
2025-01-15,7H49min,GDR1517,Groupe électrogène,Eau dans cuve,Critique,Urgente,2025-01,2025
2025-01-15,11H59min,GDR1512,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2025-01,2025
2025-01-15,15H41min,GDR1506,Electricité,Lampe grillée,Mineure,Moyenne,2025-01,2025
2025-01-15,8H11min,PVA RELAIS AGHRIB,MP,Contrôle débit,Mineure,Basse,2025-01,2025
2025-01-15,15H35min,GDR3523,RIA,Fuite carburant,Modérée,Urgente,2025-01,2025
2025-01-15,12H07min,GDR1506,MP 02,Contrôle débit,Modérée,Moyenne,2025-01,2025
2025-01-15,13H27min,G.N. Groupement TO,Duplex GO,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-15,9H08min,GDR3522,MP,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-15,11H56min,GDR1507,MP,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-15,,GDR3522,Station Service,Eau dans cuve,Modérée,Moyenne,2025-01,2025
2025-01-15,16H29min,GDR1506,MP,Anomalie technique,Modérée,Moyenne,2025-01,2025
2025-01-15,16H05min,GDR1507,Duplex GPLc,Anomalie technique,Modérée,Urgente,2025-01,2025
2025-01-16,7H09min,GDR3523,TGBT,Problème électrique,Mineure,Moyenne,2025-01,2025
2025-01-16,17H10min,GDR3523,MP 01,Anomalie technique,Modérée,Moyenne,2025-01,2025
2025-01-16,12H52min,GDR1512,MP 01,Fuite carburant,Modérée,Urgente,2025-01,2025
2025-01-16,9H52min,GDR1505,MP,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-16,10H46min,GDR1507,Simplex GO 01,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-16,12H23min,GDR1510,Duplex GPLc,Fuite carburant,Critique,Urgente,2025-01,2025
2025-01-16,,GDR1509,Electricité,Lampe grillée,Mineure,Moyenne,2025-01,2025
2025-01-16,10H50min,GDR3523,Réseau Mécanique,Problème électrique,Mineure,Moyenne,2025-01,2025
2025-01-16,16H10min,GDR3522,Duplex GO,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-16,7H35min,GDR1507,MP,Contrôle débit,Modérée,Moyenne,2025-01,2025
2025-01-16,9H40min,PVA TIZI-VERT Illoula,VVF P.Immergée,Anomalie technique,Modérée,Moyenne,2025-01,2025
2025-01-16,10H43min,GDR1507,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-16,10H21min,GDR1512,Pont Elévateur,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-16,15H14min,GDR1517,Duplex GPLc,Pistolet HS,Modérée,Urgente,2025-01,2025
2025-01-16,6H39min,GDR1505,MP 02,Contrôle débit,Mineure,Basse,2025-01,2025
2025-01-16,9H51min,GDR1513,Cuve GPLc,Pompe HS,Critique,Urgente,2025-01,2025
2025-01-16,13H50min,GDR1504,MP 01,Pistolet HS,Modérée,Moyenne,2025-01,2025
2025-01-16,17H16min,GDR1510,MP,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-16,15H33min,GDR1504,MP 01,Anomalie technique,Mineure,Moyenne,2025-01,2025
2025-01-16,19H36min,GDR3523,MP 01,Contrôle débit,Modérée,Moyenne,2025-01,2025
2025-01-16,16H50min,GDR1507,MP 01,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-16,15H58min,GDR1502,Pompe a eau,Pompe HS,Critique,Urgente,2025-01,2025
2025-01-16,11H55min,GDR3522,Groupe électrogène,Eau dans cuve,Critique,Urgente,2025-01,2025
2025-01-16,19H21min,PVA AIT ABD SELLAM,MP,Contrôle débit,Mineure,Moyenne,2025-01,2025
2025-01-16,11H12min,GDR1510,Cuve Carburants,Eau dans cuve,Critique,Urgente,2025-01,2025
2025-01-16,14H04min,GL HAMOUTENE,Duplex GO,Contrôle débit,Modérée,Moyenne,2025-01,2025
2025-01-16,5H28min,GDR3523,Duplex GPLc,Anomalie technique,Modérée,Urgente,2025-01,2025
2025-01-16,15H54min,GDR3522,Electricité,Problème électrique,Mineure,Moyenne,2025-01,2025
